date,tmax,tmin
1981-06-20,81.0,69.0
1982-06-20,79.0,69.0
1983-06-20,86.0,62.0
1984-06-20,80.0,69.0
1985-06-20,86.0,67.0
1986-06-20,78.0,63.0
1987-06-20,90.0,69.0
1988-06-20,84.0,61.0
1989-06-20,89.0,74.0
1990-06-20,86.0,72.0
1991-06-20,94.0,68.0
1992-06-20,87.0,70.0
1993-06-20,94.0,71.0
1994-06-20,94.0,72.0
1995-06-20,86.0,71.0
1996-06-20,78.0,65.0
1997-06-20,92.0,62.0
1998-06-20,93.0,70.0
1999-06-20,86.0,66.0
2000-06-20,98.0,75.0
2001-06-20,85.0,67.0
2002-06-20,90.0,71.0
2003-06-20,95.0,74.0
2004-06-20,83.0,68.0
2005-06-20,99.0,69.0
2006-06-20,85.0,76.0
2007-06-20,79.0,72.0
2008-06-20,89.0,72.0
2009-06-20,97.0,64.0
2010-06-20,93.0,72.0
2011-06-20,96.0,71.0
2012-06-20,87.0,71.0
