date,tmax,tmin
1981-02-06,40.0,20.0
1982-02-06,33.0,17.0
1983-02-06,40.0,27.0
1984-02-06,31.0,13.0
1985-02-06,46.0,30.0
1986-02-06,35.0,9.0
1987-02-06,57.0,22.0
1988-02-06,35.0,15.0
1989-02-06,44.0,22.0
1990-02-06,40.0,17.0
1991-02-06,38.0,24.0
1992-02-06,39.0,24.0
1993-02-06,60.0,31.0
1994-02-06,51.0,26.0
1995-02-06,55.0,22.0
1996-02-06,36.0,17.0
1997-02-06,37.0,18.0
1998-02-06,46.0,30.0
1999-02-06,44.0,25.0
2000-02-06,41.0,17.0
2001-02-06,22.0,17.0
2002-02-06,52.0,26.0
2003-02-06,44.0,18.0
2004-02-06,34.0,24.0
2005-02-06,30.0,21.0
2006-02-06,30.0,24.0
2007-02-06,50.0,36.0
2008-02-06,37.0,22.0
2009-02-06,43.0,24.0
2010-02-06,29.0,20.0
2011-02-06,52.0,24.0
2012-02-06,32.0,20.0
