date,tmax,tmin
1981-02-25,22.0,12.0
1982-02-25,52.0,28.0
1983-02-25,47.0,26.0
1984-02-25,42.0,28.0
1985-02-25,36.0,16.0
1986-02-25,38.0,21.0
1987-02-25,32.0,13.0
1988-02-25,41.0,27.0
1989-02-25,43.0,28.0
1990-02-25,40.0,20.0
1991-02-25,38.0,18.0
1992-02-25,60.0,31.0
1993-02-25,43.0,24.0
1994-02-25,43.0,24.0
1995-02-25,48.0,33.0
1996-02-25,51.0,21.0
1997-02-25,49.0,34.0
1998-02-25,49.0,33.0
1999-02-25,53.0,37.0
2000-02-25,44.0,27.0
2001-02-25,51.0,24.0
2002-02-25,56.0,31.0
2003-02-25,40.0,30.0
2004-02-25,53.0,36.0
2005-02-25,34.0,20.0
2006-02-25,45.0,29.0
2007-02-25,43.0,30.0
2008-02-25,42.0,27.0
2009-02-25,42.0,26.0
2010-02-25,45.0,38.0
2011-02-25,44.0,25.0
2012-02-25,40.0,26.0
