date,tmax,tmin
1981-04-15,55.0,43.0
1982-04-15,66.0,38.0
1983-04-15,67.0,43.0
1984-04-15,73.0,56.0
1985-04-15,65.0,47.0
1986-04-15,67.0,44.0
1987-04-15,63.0,48.0
1988-04-15,81.0,49.0
1989-04-15,60.0,48.0
1990-04-15,74.0,42.0
1991-04-15,71.0,54.0
1992-04-15,66.0,39.0
1993-04-15,75.0,50.0
1994-04-15,82.0,50.0
1995-04-15,59.0,49.0
1996-04-15,64.0,51.0
1997-04-15,72.0,45.0
1998-04-15,77.0,50.0
1999-04-15,77.0,49.0
2000-04-15,74.0,40.0
2001-04-15,81.0,48.0
2002-04-15,72.0,58.0
2003-04-15,78.0,55.0
2004-04-15,85.0,54.0
2005-04-15,69.0,41.0
2006-04-15,63.0,47.0
2007-04-15,61.0,46.0
2008-04-15,77.0,55.0
2009-04-15,67.0,46.0
2010-04-15,50.0,39.0
2011-04-15,76.0,61.0
2012-04-15,80.0,56.0
