date,tmax,tmin
1981-09-02,81.0,68.0
1982-09-02,78.0,65.0
1983-09-02,88.0,65.0
1984-09-02,82.0,67.0
1985-09-02,82.0,66.0
1986-09-02,82.0,63.0
1987-09-02,84.0,68.0
1988-09-02,83.0,70.0
1989-09-02,87.0,65.0
1990-09-02,83.0,69.0
1991-09-02,81.0,70.0
1992-09-02,93.0,68.0
1993-09-02,86.0,67.0
1994-09-02,88.0,74.0
1995-09-02,84.0,69.0
1996-09-02,81.0,62.0
1997-09-02,79.0,64.0
1998-09-02,83.0,63.0
1999-09-02,90.0,69.0
2000-09-02,89.0,71.0
2001-09-02,87.0,68.0
2002-09-02,88.0,72.0
2003-09-02,78.0,61.0
2004-09-02,89.0,67.0
2005-09-02,81.0,68.0
2006-09-02,83.0,72.0
2007-09-02,89.0,73.0
2008-09-02,91.0,63.0
2009-09-02,79.0,68.0
2010-09-02,86.0,71.0
2011-09-02,83.0,67.0
2012-09-02,79.0,65.0
