date,tmax,tmin
1981-06-27,92.0,70.0
1982-06-27,79.0,68.0
1983-06-27,92.0,61.0
1984-06-27,87.0,68.0
1985-06-27,89.0,71.0
1986-06-27,80.0,68.0
1987-06-27,85.0,69.0
1988-06-27,85.0,73.0
1989-06-27,96.0,70.0
1990-06-27,90.0,74.0
1991-06-27,85.0,68.0
1992-06-27,83.0,68.0
1993-06-27,87.0,71.0
1994-06-27,90.0,70.0
1995-06-27,92.0,64.0
1996-06-27,85.0,69.0
1997-06-27,93.0,67.0
1998-06-27,99.0,74.0
1999-06-27,97.0,76.0
2000-06-27,95.0,71.0
2001-06-27,89.0,74.0
2002-06-27,70.0,65.0
2003-06-27,90.0,67.0
2004-06-27,93.0,73.0
2005-06-27,84.0,67.0
2006-06-27,97.0,75.0
2007-06-27,89.0,69.0
2008-06-27,79.0,68.0
2009-06-27,90.0,76.0
2010-06-27,89.0,72.0
2011-06-27,88.0,68.0
2012-06-27,83.0,70.0
