date,tmax,tmin
1981-08-24,81.0,70.0
1982-08-24,84.0,70.0
1983-08-24,81.0,68.0
1984-08-24,87.0,66.0
1985-08-24,78.0,73.0
1986-08-24,83.0,68.0
1987-08-24,86.0,68.0
1988-08-24,85.0,60.0
1989-08-24,81.0,65.0
1990-08-24,92.0,72.0
1991-08-24,92.0,75.0
1992-08-24,92.0,67.0
1993-08-24,92.0,65.0
1994-08-24,85.0,71.0
1995-08-24,92.0,71.0
1996-08-24,72.0,60.0
1997-08-24,92.0,72.0
1998-08-24,80.0,70.0
1999-08-24,87.0,65.0
2000-08-24,90.0,71.0
2001-08-24,85.0,66.0
2002-08-24,83.0,71.0
2003-08-24,90.0,71.0
2004-08-24,82.0,68.0
2005-08-24,83.0,70.0
2006-08-24,88.0,72.0
2007-08-24,93.0,73.0
2008-08-24,91.0,73.0
2009-08-24,80.0,71.0
2010-08-24,84.0,71.0
2011-08-24,86.0,70.0
2012-08-24,85.0,64.0
