date,tmax,tmin
1981-02-05,48.0,13.0
1982-02-05,39.0,16.0
1983-02-05,45.0,21.0
1984-02-05,34.0,15.0
1985-02-05,52.0,26.0
1986-02-05,29.0,16.0
1987-02-05,47.0,21.0
1988-02-05,35.0,22.0
1989-02-05,44.0,20.0
1990-02-05,36.0,15.0
1991-02-05,48.0,23.0
1992-02-05,43.0,23.0
1993-02-05,46.0,24.0
1994-02-05,52.0,27.0
1995-02-05,49.0,17.0
1996-02-05,37.0,19.0
1997-02-05,38.0,25.0
1998-02-05,47.0,31.0
1999-02-05,51.0,22.0
2000-02-05,34.0,21.0
2001-02-05,20.0,16.0
2002-02-05,49.0,26.0
2003-02-05,41.0,21.0
2004-02-05,35.0,23.0
2005-02-05,28.0,18.0
2006-02-05,30.0,17.0
2007-02-05,61.0,29.0
2008-02-05,34.0,22.0
2009-02-05,49.0,24.0
2010-02-05,32.0,21.0
2011-02-05,37.0,20.0
2012-02-05,39.0,23.0
