date,tmax,tmin
1981-09-11,78.0,62.0
1982-09-11,85.0,53.0
1983-09-11,85.0,63.0
1984-09-11,80.0,52.0
1985-09-11,81.0,55.0
1986-09-11,82.0,60.0
1987-09-11,84.0,68.0
1988-09-11,86.0,59.0
1989-09-11,83.0,61.0
1990-09-11,87.0,62.0
1991-09-11,79.0,61.0
1992-09-11,74.0,65.0
1993-09-11,80.0,62.0
1994-09-11,79.0,57.0
1995-09-11,79.0,52.0
1996-09-11,77.0,69.0
1997-09-11,68.0,56.0
1998-09-11,89.0,64.0
1999-09-11,87.0,74.0
2000-09-11,85.0,57.0
2001-09-11,83.0,57.0
2002-09-11,69.0,57.0
2003-09-11,86.0,61.0
2004-09-11,82.0,64.0
2005-09-11,88.0,72.0
2006-09-11,87.0,57.0
2007-09-11,88.0,67.0
2008-09-11,86.0,60.0
2009-09-11,83.0,61.0
2010-09-11,91.0,67.0
2011-09-11,73.0,56.0
2012-09-11,77.0,69.0
