date,tmax,tmin
1981-09-05,86.0,63.0
1982-09-05,82.0,60.0
1983-09-05,81.0,67.0
1984-09-05,82.0,60.0
1985-09-05,84.0,71.0
1986-09-05,80.0,62.0
1987-09-05,80.0,65.0
1988-09-05,84.0,63.0
1989-09-05,78.0,63.0
1990-09-05,78.0,67.0
1991-09-05,82.0,63.0
1992-09-05,78.0,67.0
1993-09-05,90.0,70.0
1994-09-05,85.0,62.0
1995-09-05,75.0,67.0
1996-09-05,79.0,66.0
1997-09-05,80.0,60.0
1998-09-05,87.0,65.0
1999-09-05,85.0,69.0
2000-09-05,77.0,63.0
2001-09-05,86.0,68.0
2002-09-05,83.0,53.0
2003-09-05,79.0,63.0
2004-09-05,85.0,72.0
2005-09-05,86.0,62.0
2006-09-05,80.0,59.0
2007-09-05,89.0,67.0
2008-09-05,85.0,64.0
2009-09-05,80.0,72.0
2010-09-05,85.0,70.0
2011-09-05,84.0,66.0
2012-09-05,81.0,57.0
