date,tmax,tmin
1981-09-28,60.0,45.0
1982-09-28,77.0,47.0
1983-09-28,73.0,56.0
1984-09-28,69.0,52.0
1985-09-28,69.0,51.0
1986-09-28,71.0,42.0
1987-09-28,69.0,53.0
1988-09-28,76.0,61.0
1989-09-28,76.0,53.0
1990-09-28,80.0,53.0
1991-09-28,74.0,51.0
1992-09-28,71.0,57.0
1993-09-28,70.0,48.0
1994-09-28,77.0,59.0
1995-09-28,78.0,53.0
1996-09-28,78.0,58.0
1997-09-28,80.0,49.0
1998-09-28,78.0,63.0
1999-09-28,75.0,60.0
2000-09-28,75.0,59.0
2001-09-28,71.0,54.0
2002-09-28,71.0,59.0
2003-09-28,78.0,56.0
2004-09-28,73.0,61.0
2005-09-28,76.0,61.0
2006-09-28,82.0,60.0
2007-09-28,74.0,59.0
2008-09-28,65.0,54.0
2009-09-28,81.0,60.0
2010-09-28,67.0,53.0
2011-09-28,73.0,63.0
