date,tmax,tmin
1981-01-18,31.0,19.0
1982-01-18,31.0,12.0
1983-01-18,32.0,20.0
1984-01-18,32.0,11.0
1985-01-18,28.0,21.0
1986-01-18,38.0,18.0
1987-01-18,39.0,20.0
1988-01-18,42.0,18.0
1989-01-18,34.0,17.0
1990-01-18,37.0,19.0
1991-01-18,33.0,22.0
1992-01-18,38.0,16.0
1993-01-18,28.0,12.0
1994-01-18,28.0,13.0
1995-01-18,36.0,22.0
1996-01-18,34.0,19.0
1997-01-18,36.0,17.0
1998-01-18,18.0,9.0
1999-01-18,38.0,18.0
2000-01-18,32.0,7.0
2001-01-18,22.0,10.0
2002-01-18,39.0,19.0
2003-01-18,36.0,26.0
2004-01-18,34.0,19.0
2005-01-18,40.0,26.0
2006-01-18,34.0,15.0
2007-01-18,43.0,28.0
2008-01-18,28.0,20.0
2009-01-18,45.0,18.0
2010-01-18,38.0,16.0
2011-01-18,30.0,13.0
