date,tmax,tmin
1981-12-15,33.0,20.0
1982-12-15,41.0,17.0
1983-12-15,42.0,24.0
1984-12-15,28.0,23.0
1985-12-15,33.0,18.0
1986-12-15,40.0,18.0
1987-12-15,42.0,29.0
1988-12-15,30.0,17.0
1989-12-15,44.0,25.0
1990-12-15,40.0,17.0
1991-12-15,34.0,27.0
1992-12-15,44.0,23.0
1993-12-15,33.0,13.0
1994-12-15,28.0,18.0
1995-12-15,36.0,25.0
1996-12-15,36.0,28.0
1997-12-15,49.0,23.0
1998-12-15,55.0,24.0
1999-12-15,31.0,19.0
2000-12-15,41.0,22.0
2001-12-15,29.0,16.0
2002-12-15,32.0,28.0
2003-12-15,39.0,24.0
2004-12-15,46.0,29.0
2005-12-15,36.0,23.0
2006-12-15,45.0,28.0
2007-12-15,43.0,23.0
2008-12-15,50.0,24.0
2009-12-15,35.0,22.0
2010-12-15,26.0,12.0
2011-12-15,33.0,22.0
