date,tmax,tmin
1981-01-03,22.0,8.0
1982-01-03,43.0,21.0
1983-01-03,37.0,18.0
1984-01-03,35.0,17.0
1985-01-03,36.0,18.0
1986-01-03,32.0,10.0
1987-01-03,25.0,12.0
1988-01-03,30.0,23.0
1989-01-03,42.0,20.0
1990-01-03,33.0,13.0
1991-01-03,30.0,13.0
1992-01-03,35.0,17.0
1993-01-03,39.0,26.0
1994-01-03,47.0,27.0
1995-01-03,38.0,23.0
1996-01-03,31.0,18.0
1997-01-03,32.0,15.0
1998-01-03,36.0,22.0
1999-01-03,46.0,24.0
2000-01-03,31.0,19.0
2001-01-03,29.0,15.0
2002-01-03,43.0,19.0
2003-01-03,24.0,12.0
2004-01-03,46.0,30.0
2005-01-03,38.0,26.0
2006-01-03,33.0,20.0
2007-01-03,41.0,18.0
2008-01-03,45.0,27.0
2009-01-03,36.0,19.0
2010-01-03,24.0,14.0
2011-01-03,32.0,19.0
