date,tmax,tmin
1981-07-02,89.0,73.0
1982-07-02,93.0,71.0
1983-07-02,80.0,71.0
1984-07-02,88.0,72.0
1985-07-02,79.0,64.0
1986-07-02,81.0,71.0
1987-07-02,84.0,67.0
1988-07-02,91.0,66.0
1989-07-02,78.0,67.0
1990-07-02,81.0,69.0
1991-07-02,90.0,70.0
1992-07-02,90.0,70.0
1993-07-02,86.0,68.0
1994-07-02,97.0,71.0
1995-07-02,86.0,65.0
1996-07-02,90.0,74.0
1997-07-02,89.0,73.0
1998-07-02,90.0,69.0
1999-07-02,103.0,74.0
2000-07-02,103.0,77.0
2001-07-02,88.0,80.0
2002-07-02,87.0,67.0
2003-07-02,85.0,74.0
2004-07-02,95.0,64.0
2005-07-02,91.0,77.0
2006-07-02,90.0,70.0
2007-07-02,91.0,70.0
2008-07-02,85.0,71.0
2009-07-02,96.0,73.0
2010-07-02,98.0,69.0
2011-07-02,82.0,76.0
