date,tmax,tmin
1981-06-01,81.0,59.0
1982-06-01,83.0,61.0
1983-06-01,90.0,66.0
1984-06-01,90.0,69.0
1985-06-01,81.0,55.0
1986-06-01,87.0,62.0
1987-06-01,74.0,63.0
1988-06-01,82.0,61.0
1989-06-01,89.0,63.0
1990-06-01,86.0,56.0
1991-06-01,80.0,65.0
1992-06-01,94.0,73.0
1993-06-01,76.0,63.0
1994-06-01,87.0,63.0
1995-06-01,80.0,64.0
1996-06-01,89.0,72.0
1997-06-01,74.0,53.0
1998-06-01,81.0,62.0
1999-06-01,82.0,63.0
2000-06-01,83.0,64.0
2001-06-01,98.0,59.0
2002-06-01,94.0,67.0
2003-06-01,90.0,67.0
2004-06-01,93.0,66.0
2005-06-01,83.0,61.0
2006-06-01,91.0,70.0
2007-06-01,73.0,63.0
2008-06-01,80.0,67.0
2009-06-01,101.0,61.0
2010-06-01,80.0,63.0
2011-06-01,90.0,71.0
