date,tmax,tmin
1981-03-22,62.0,40.0
1982-03-22,55.0,39.0
1983-03-22,56.0,46.0
1984-03-22,51.0,30.0
1985-03-22,56.0,33.0
1986-03-22,59.0,31.0
1987-03-22,40.0,32.0
1988-03-22,46.0,30.0
1989-03-22,58.0,40.0
1990-03-22,51.0,39.0
1991-03-22,53.0,29.0
1992-03-22,45.0,34.0
1993-03-22,60.0,37.0
1994-03-22,54.0,38.0
1995-03-22,55.0,37.0
1996-03-22,42.0,33.0
1997-03-22,58.0,37.0
1998-03-22,51.0,28.0
1999-03-22,51.0,24.0
2000-03-22,49.0,33.0
2001-03-22,63.0,38.0
2002-03-22,52.0,41.0
2003-03-22,52.0,35.0
2004-03-22,60.0,37.0
2005-03-22,62.0,39.0
2006-03-22,64.0,46.0
2007-03-22,54.0,38.0
2008-03-22,54.0,40.0
2009-03-22,60.0,38.0
2010-03-22,57.0,42.0
2011-03-22,52.0,29.0
