date,tmax,tmin
1981-09-04,85.0,63.0
1982-09-04,82.0,64.0
1983-09-04,87.0,66.0
1984-09-04,87.0,59.0
1985-09-04,82.0,66.0
1986-09-04,82.0,68.0
1987-09-04,84.0,66.0
1988-09-04,80.0,61.0
1989-09-04,79.0,67.0
1990-09-04,75.0,64.0
1991-09-04,83.0,71.0
1992-09-04,88.0,64.0
1993-09-04,89.0,67.0
1994-09-04,86.0,74.0
1995-09-04,83.0,62.0
1996-09-04,78.0,60.0
1997-09-04,83.0,59.0
1998-09-04,86.0,65.0
1999-09-04,85.0,71.0
2000-09-04,83.0,67.0
2001-09-04,84.0,68.0
2002-09-04,71.0,61.0
2003-09-04,74.0,65.0
2004-09-04,83.0,63.0
2005-09-04,86.0,63.0
2006-09-04,79.0,67.0
2007-09-04,88.0,65.0
2008-09-04,82.0,64.0
2009-09-04,78.0,73.0
2010-09-04,83.0,71.0
2011-09-04,85.0,67.0
