date,tmax,tmin
1981-10-26,55.0,32.0
1982-10-26,64.0,37.0
1983-10-26,65.0,40.0
1984-10-26,60.0,47.0
1985-10-26,67.0,46.0
1986-10-26,56.0,42.0
1987-10-26,63.0,38.0
1988-10-26,64.0,56.0
1989-10-26,64.0,40.0
1990-10-26,67.0,41.0
1991-10-26,54.0,41.0
1992-10-26,61.0,39.0
1993-10-26,60.0,44.0
1994-10-26,63.0,42.0
1995-10-26,70.0,46.0
1996-10-26,57.0,36.0
1997-10-26,61.0,40.0
1998-10-26,58.0,46.0
1999-10-26,69.0,51.0
2000-10-26,57.0,34.0
2001-10-26,65.0,49.0
2002-10-26,49.0,32.0
2003-10-26,69.0,40.0
2004-10-26,60.0,34.0
2005-10-26,60.0,53.0
2006-10-26,58.0,46.0
2007-10-26,56.0,51.0
2008-10-26,63.0,44.0
2009-10-26,69.0,53.0
2010-10-26,48.0,37.0
2011-10-26,55.0,41.0
