date,tmax,tmin
1981-10-09,69.0,44.0
1982-10-09,80.0,56.0
1983-10-09,66.0,51.0
1984-10-09,73.0,53.0
1985-10-09,75.0,56.0
1986-10-09,63.0,50.0
1987-10-09,70.0,60.0
1988-10-09,81.0,50.0
1989-10-09,67.0,44.0
1990-10-09,67.0,47.0
1991-10-09,74.0,54.0
1992-10-09,72.0,50.0
1993-10-09,71.0,56.0
1994-10-09,71.0,59.0
1995-10-09,66.0,51.0
1996-10-09,72.0,45.0
1997-10-09,78.0,45.0
1998-10-09,68.0,63.0
1999-10-09,62.0,55.0
2000-10-09,62.0,53.0
2001-10-09,65.0,48.0
2002-10-09,65.0,45.0
2003-10-09,62.0,58.0
2004-10-09,76.0,56.0
2005-10-09,76.0,48.0
2006-10-09,66.0,57.0
2007-10-09,67.0,48.0
2008-10-09,60.0,48.0
2009-10-09,69.0,54.0
2010-10-09,73.0,54.0
2011-10-09,75.0,62.0
