date,tmax,tmin
1981-08-04,85.0,72.0
1982-08-04,86.0,74.0
1983-08-04,89.0,75.0
1984-08-04,92.0,75.0
1985-08-04,89.0,73.0
1986-08-04,83.0,71.0
1987-08-04,96.0,68.0
1988-08-04,88.0,76.0
1989-08-04,90.0,72.0
1990-08-04,87.0,74.0
1991-08-04,90.0,73.0
1992-08-04,87.0,74.0
1993-08-04,84.0,75.0
1994-08-04,89.0,76.0
1995-08-04,84.0,74.0
1996-08-04,78.0,73.0
1997-08-04,92.0,71.0
1998-08-04,81.0,71.0
1999-08-04,91.0,73.0
2000-08-04,88.0,72.0
2001-08-04,86.0,74.0
2002-08-04,91.0,75.0
2003-08-04,96.0,74.0
2004-08-04,90.0,72.0
2005-08-04,87.0,72.0
2006-08-04,85.0,72.0
2007-08-04,84.0,72.0
2008-08-04,91.0,76.0
2009-08-04,86.0,76.0
2010-08-04,85.0,74.0
2011-08-04,89.0,72.0
