date,tmax,tmin
1981-05-30,84.0,62.0
1982-05-30,81.0,67.0
1983-05-30,96.0,70.0
1984-05-30,90.0,63.0
1985-05-30,67.0,60.0
1986-05-30,91.0,69.0
1987-05-30,80.0,67.0
1988-05-30,69.0,59.0
1989-05-30,87.0,65.0
1990-05-30,73.0,56.0
1991-05-30,75.0,63.0
1992-05-30,91.0,66.0
1993-05-30,92.0,67.0
1994-05-30,80.0,61.0
1995-05-30,85.0,57.0
1996-05-30,92.0,68.0
1997-05-30,88.0,57.0
1998-05-30,83.0,54.0
1999-05-30,86.0,65.0
2000-05-30,81.0,64.0
2001-05-30,80.0,63.0
2002-05-30,94.0,62.0
2003-05-30,83.0,64.0
2004-05-30,82.0,63.0
2005-05-30,87.0,65.0
2006-05-30,87.0,68.0
2007-05-30,85.0,68.0
2008-05-30,83.0,64.0
2009-05-30,85.0,59.0
2010-05-30,85.0,67.0
2011-05-30,87.0,68.0
