date,tmax,tmin
1981-11-09,48.0,26.0
1982-11-09,55.0,42.0
1983-11-09,53.0,48.0
1984-11-09,59.0,37.0
1985-11-09,45.0,26.0
1986-11-09,60.0,35.0
1987-11-09,52.0,33.0
1988-11-09,53.0,35.0
1989-11-09,44.0,35.0
1990-11-09,42.0,26.0
1991-11-09,49.0,32.0
1992-11-09,44.0,27.0
1993-11-09,50.0,40.0
1994-11-09,64.0,45.0
1995-11-09,63.0,32.0
1996-11-09,51.0,34.0
1997-11-09,55.0,46.0
1998-11-09,60.0,40.0
1999-11-09,58.0,35.0
2000-11-09,36.0,31.0
2001-11-09,56.0,29.0
2002-11-09,50.0,27.0
2003-11-09,43.0,28.0
2004-11-09,54.0,46.0
2005-11-09,61.0,36.0
2006-11-09,60.0,41.0
2007-11-09,58.0,37.0
2008-11-09,57.0,30.0
2009-11-09,50.0,31.0
2010-11-09,51.0,30.0
2011-11-09,61.0,41.0
