date,tmax,tmin
1981-01-16,33.0,17.0
1982-01-16,31.0,14.0
1983-01-16,44.0,16.0
1984-01-16,28.0,13.0
1985-01-16,27.0,13.0
1986-01-16,52.0,16.0
1987-01-16,38.0,19.0
1988-01-16,37.0,21.0
1989-01-16,42.0,17.0
1990-01-16,37.0,14.0
1991-01-16,46.0,22.0
1992-01-16,42.0,23.0
1993-01-16,25.0,9.0
1994-01-16,43.0,28.0
1995-01-16,41.0,22.0
1996-01-16,28.0,17.0
1997-01-16,33.0,14.0
1998-01-16,21.0,13.0
1999-01-16,41.0,20.0
2000-01-16,20.0,5.0
2001-01-16,23.0,1.0
2002-01-16,41.0,27.0
2003-01-16,36.0,23.0
2004-01-16,31.0,19.0
2005-01-16,41.0,19.0
2006-01-16,34.0,24.0
2007-01-16,45.0,24.0
2008-01-16,31.0,18.0
2009-01-16,36.0,16.0
2010-01-16,28.0,13.0
2011-01-16,29.0,11.0
