date,tmax,tmin
1981-12-22,45.0,28.0
1982-12-22,38.0,30.0
1983-12-22,31.0,21.0
1984-12-22,21.0,11.0
1985-12-22,36.0,19.0
1986-12-22,32.0,16.0
1987-12-22,46.0,34.0
1988-12-22,36.0,26.0
1989-12-22,33.0,25.0
1990-12-22,43.0,29.0
1991-12-22,31.0,27.0
1992-12-22,29.0,23.0
1993-12-22,41.0,22.0
1994-12-22,22.0,13.0
1995-12-22,41.0,30.0
1996-12-22,47.0,29.0
1997-12-22,36.0,22.0
1998-12-22,45.0,29.0
1999-12-22,37.0,18.0
2000-12-22,43.0,27.0
2001-12-22,36.0,18.0
2002-12-22,31.0,27.0
2003-12-22,51.0,21.0
2004-12-22,27.0,21.0
2005-12-22,46.0,19.0
2006-12-22,45.0,23.0
2007-12-22,38.0,29.0
2008-12-22,30.0,8.0
2009-12-22,46.0,20.0
2010-12-22,45.0,27.0
2011-12-22,38.0,25.0
