date,tmax,tmin
1981-02-22,36.0,27.0
1982-02-22,43.0,30.0
1983-02-22,41.0,17.0
1984-02-22,37.0,28.0
1985-02-22,32.0,10.0
1986-02-22,49.0,27.0
1987-02-22,50.0,26.0
1988-02-22,45.0,28.0
1989-02-22,42.0,19.0
1990-02-22,38.0,35.0
1991-02-22,32.0,9.0
1992-02-22,49.0,27.0
1993-02-22,34.0,20.0
1994-02-22,44.0,27.0
1995-02-22,53.0,28.0
1996-02-22,46.0,20.0
1997-02-22,42.0,29.0
1998-02-22,44.0,29.0
1999-02-22,56.0,24.0
2000-02-22,42.0,27.0
2001-02-22,45.0,33.0
2002-02-22,51.0,27.0
2003-02-22,42.0,35.0
2004-02-22,50.0,35.0
2005-02-22,39.0,24.0
2006-02-22,44.0,25.0
2007-02-22,54.0,36.0
2008-02-22,50.0,35.0
2009-02-22,41.0,31.0
2010-02-22,46.0,27.0
2011-02-22,47.0,28.0
