date,tmax,tmin
1981-10-03,71.0,48.0
1982-10-03,81.0,58.0
1983-10-03,77.0,56.0
1984-10-03,69.0,54.0
1985-10-03,78.0,50.0
1986-10-03,78.0,50.0
1987-10-03,83.0,54.0
1988-10-03,75.0,57.0
1989-10-03,69.0,60.0
1990-10-03,76.0,54.0
1991-10-03,74.0,55.0
1992-10-03,64.0,48.0
1993-10-03,79.0,56.0
1994-10-03,63.0,51.0
1995-10-03,72.0,47.0
1996-10-03,73.0,49.0
1997-10-03,62.0,48.0
1998-10-03,81.0,53.0
1999-10-03,67.0,48.0
2000-10-03,65.0,60.0
2001-10-03,71.0,44.0
2002-10-03,71.0,51.0
2003-10-03,70.0,53.0
2004-10-03,72.0,44.0
2005-10-03,74.0,53.0
2006-10-03,85.0,60.0
2007-10-03,79.0,62.0
2008-10-03,74.0,61.0
2009-10-03,75.0,54.0
2010-10-03,75.0,60.0
2011-10-03,71.0,42.0
