date,tmax,tmin
1981-03-05,47.0,29.0
1982-03-05,45.0,30.0
1983-03-05,58.0,32.0
1984-03-05,43.0,24.0
1985-03-05,29.0,16.0
1986-03-05,57.0,37.0
1987-03-05,50.0,30.0
1988-03-05,38.0,26.0
1989-03-05,48.0,30.0
1990-03-05,59.0,31.0
1991-03-05,60.0,40.0
1992-03-05,46.0,31.0
1993-03-05,53.0,39.0
1994-03-05,44.0,25.0
1995-03-05,61.0,32.0
1996-03-05,46.0,31.0
1997-03-05,61.0,37.0
1998-03-05,55.0,38.0
1999-03-05,53.0,36.0
2000-03-05,57.0,29.0
2001-03-05,48.0,30.0
2002-03-05,53.0,40.0
2003-03-05,39.0,30.0
2004-03-05,40.0,26.0
2005-03-05,48.0,20.0
2006-03-05,61.0,31.0
2007-03-05,33.0,20.0
2008-03-05,58.0,32.0
2009-03-05,51.0,34.0
2010-03-05,44.0,28.0
2011-03-05,56.0,36.0
