date,tmax,tmin
1981-10-15,69.0,38.0
1982-10-15,66.0,54.0
1983-10-15,73.0,51.0
1984-10-15,71.0,47.0
1985-10-15,63.0,48.0
1986-10-15,59.0,51.0
1987-10-15,63.0,48.0
1988-10-15,71.0,42.0
1989-10-15,61.0,53.0
1990-10-15,76.0,53.0
1991-10-15,63.0,50.0
1992-10-15,59.0,49.0
1993-10-15,70.0,44.0
1994-10-15,64.0,57.0
1995-10-15,71.0,48.0
1996-10-15,65.0,49.0
1997-10-15,69.0,50.0
1998-10-15,73.0,45.0
1999-10-15,55.0,45.0
2000-10-15,63.0,44.0
2001-10-15,64.0,52.0
2002-10-15,66.0,45.0
2003-10-15,70.0,42.0
2004-10-15,76.0,45.0
2005-10-15,72.0,47.0
2006-10-15,67.0,60.0
2007-10-15,73.0,46.0
2008-10-15,81.0,52.0
2009-10-15,78.0,49.0
2010-10-15,69.0,49.0
2011-10-15,69.0,50.0
