date,tmax,tmin
1981-11-04,45.0,27.0
1982-11-04,62.0,36.0
1983-11-04,60.0,39.0
1984-11-04,71.0,41.0
1985-11-04,61.0,39.0
1986-11-04,59.0,29.0
1987-11-04,48.0,31.0
1988-11-04,68.0,40.0
1989-11-04,60.0,52.0
1990-11-04,60.0,47.0
1991-11-04,53.0,34.0
1992-11-04,59.0,36.0
1993-11-04,67.0,41.0
1994-11-04,55.0,40.0
1995-11-04,68.0,42.0
1996-11-04,51.0,47.0
1997-11-04,57.0,37.0
1998-11-04,61.0,41.0
1999-11-04,62.0,35.0
2000-11-04,57.0,46.0
2001-11-04,45.0,37.0
2002-11-04,49.0,26.0
2003-11-04,53.0,40.0
2004-11-04,58.0,43.0
2005-11-04,70.0,44.0
2006-11-04,66.0,46.0
2007-11-04,58.0,38.0
2008-11-04,61.0,37.0
2009-11-04,57.0,29.0
2010-11-04,68.0,39.0
2011-11-04,62.0,54.0
