date,tmax,tmin
1981-05-14,80.0,64.0
1982-05-14,81.0,51.0
1983-05-14,72.0,60.0
1984-05-14,79.0,62.0
1985-05-14,72.0,62.0
1986-05-14,84.0,53.0
1987-05-14,81.0,49.0
1988-05-14,81.0,55.0
1989-05-14,78.0,56.0
1990-05-14,85.0,59.0
1991-05-14,73.0,59.0
1992-05-14,68.0,58.0
1993-05-14,80.0,49.0
1994-05-14,74.0,63.0
1995-05-14,72.0,47.0
1996-05-14,87.0,60.0
1997-05-14,87.0,64.0
1998-05-14,83.0,58.0
1999-05-14,79.0,61.0
2000-05-14,71.0,58.0
2001-05-14,84.0,69.0
2002-05-14,75.0,59.0
2003-05-14,72.0,57.0
2004-05-14,83.0,60.0
2005-05-14,71.0,57.0
2006-05-14,87.0,56.0
2007-05-14,91.0,58.0
2008-05-14,73.0,56.0
2009-05-14,77.0,59.0
2010-05-14,74.0,59.0
2011-05-14,86.0,62.0
