date,tmax,tmin
1981-10-05,74.0,44.0
1982-10-05,81.0,56.0
1983-10-05,72.0,48.0
1984-10-05,75.0,42.0
1985-10-05,79.0,54.0
1986-10-05,80.0,55.0
1987-10-05,78.0,59.0
1988-10-05,71.0,45.0
1989-10-05,68.0,46.0
1990-10-05,84.0,55.0
1991-10-05,78.0,49.0
1992-10-05,66.0,41.0
1993-10-05,73.0,54.0
1994-10-05,79.0,45.0
1995-10-05,62.0,45.0
1996-10-05,64.0,46.0
1997-10-05,71.0,42.0
1998-10-05,72.0,58.0
1999-10-05,57.0,47.0
2000-10-05,72.0,56.0
2001-10-05,66.0,41.0
2002-10-05,69.0,56.0
2003-10-05,68.0,49.0
2004-10-05,78.0,51.0
2005-10-05,76.0,53.0
2006-10-05,81.0,59.0
2007-10-05,66.0,59.0
2008-10-05,58.0,50.0
2009-10-05,79.0,47.0
2010-10-05,80.0,51.0
2011-10-05,77.0,53.0
