date,tmax,tmin
1981-05-18,80.0,50.0
1982-05-18,76.0,57.0
1983-05-18,80.0,52.0
1984-05-18,83.0,58.0
1985-05-18,73.0,57.0
1986-05-18,71.0,60.0
1987-05-18,68.0,55.0
1988-05-18,87.0,70.0
1989-05-18,78.0,63.0
1990-05-18,75.0,53.0
1991-05-18,92.0,62.0
1992-05-18,88.0,56.0
1993-05-18,88.0,58.0
1994-05-18,78.0,64.0
1995-05-18,80.0,67.0
1996-05-18,78.0,65.0
1997-05-18,81.0,62.0
1998-05-18,87.0,58.0
1999-05-18,66.0,54.0
2000-05-18,72.0,54.0
2001-05-18,95.0,65.0
2002-05-18,88.0,58.0
2003-05-18,83.0,59.0
2004-05-18,82.0,57.0
2005-05-18,85.0,53.0
2006-05-18,82.0,59.0
2007-05-18,79.0,62.0
2008-05-18,79.0,50.0
2009-05-18,96.0,62.0
2010-05-18,75.0,56.0
2011-05-18,83.0,65.0
