date,tmax,tmin
1981-02-24,29.0,18.0
1982-02-24,50.0,27.0
1983-02-24,46.0,24.0
1984-02-24,43.0,30.0
1985-02-24,31.0,12.0
1986-02-24,40.0,19.0
1987-02-24,30.0,16.0
1988-02-24,43.0,24.0
1989-02-24,49.0,27.0
1990-02-24,35.0,22.0
1991-02-24,33.0,15.0
1992-02-24,59.0,24.0
1993-02-24,40.0,25.0
1994-02-24,42.0,24.0
1995-02-24,53.0,35.0
1996-02-24,43.0,24.0
1997-02-24,49.0,33.0
1998-02-24,51.0,31.0
1999-02-24,56.0,28.0
2000-02-24,42.0,24.0
2001-02-24,44.0,28.0
2002-02-24,47.0,28.0
2003-02-24,39.0,27.0
2004-02-24,58.0,37.0
2005-02-24,34.0,23.0
2006-02-24,36.0,25.0
2007-02-24,46.0,32.0
2008-02-24,34.0,23.0
2009-02-24,44.0,27.0
2010-02-24,52.0,32.0
2011-02-24,53.0,34.0
