date,tmax,tmin
1981-04-01,57.0,38.0
1982-04-01,68.0,45.0
1983-04-01,59.0,45.0
1984-04-01,56.0,30.0
1985-04-01,59.0,40.0
1986-04-01,73.0,40.0
1987-04-01,50.0,38.0
1988-04-01,60.0,45.0
1989-04-01,70.0,43.0
1990-04-01,69.0,50.0
1991-04-01,60.0,28.0
1992-04-01,73.0,41.0
1993-04-01,70.0,46.0
1994-04-01,69.0,50.0
1995-04-01,57.0,40.0
1996-04-01,50.0,39.0
1997-04-01,54.0,43.0
1998-04-01,53.0,35.0
1999-04-01,48.0,40.0
2000-04-01,60.0,37.0
2001-04-01,71.0,41.0
2002-04-01,78.0,50.0
2003-04-01,60.0,45.0
2004-04-01,60.0,38.0
2005-04-01,58.0,42.0
2006-04-01,63.0,52.0
2007-04-01,62.0,46.0
2008-04-01,61.0,48.0
2009-04-01,59.0,37.0
2010-04-01,57.0,42.0
2011-04-01,63.0,39.0
