date,tmax,tmin
1981-05-31,81.0,59.0
1982-05-31,83.0,67.0
1983-05-31,89.0,78.0
1984-05-31,93.0,65.0
1985-05-31,69.0,58.0
1986-05-31,84.0,72.0
1987-05-31,72.0,61.0
1988-05-31,74.0,59.0
1989-05-31,87.0,67.0
1990-05-31,73.0,56.0
1991-05-31,79.0,67.0
1992-05-31,95.0,71.0
1993-05-31,85.0,69.0
1994-05-31,92.0,61.0
1995-05-31,85.0,67.0
1996-05-31,91.0,69.0
1997-05-31,77.0,56.0
1998-05-31,86.0,57.0
1999-05-31,76.0,64.0
2000-05-31,79.0,64.0
2001-05-31,89.0,55.0
2002-05-31,93.0,65.0
2003-05-31,85.0,63.0
2004-05-31,89.0,61.0
2005-05-31,86.0,69.0
2006-05-31,88.0,73.0
2007-05-31,72.0,63.0
2008-05-31,82.0,62.0
2009-05-31,91.0,58.0
2010-05-31,82.0,64.0
2011-05-31,85.0,72.0
