date,tmax,tmin
1981-09-03,76.0,69.0
1982-09-03,80.0,61.0
1983-09-03,87.0,62.0
1984-09-03,84.0,61.0
1985-09-03,83.0,63.0
1986-09-03,81.0,63.0
1987-09-03,80.0,68.0
1988-09-03,75.0,64.0
1989-09-03,84.0,64.0
1990-09-03,80.0,66.0
1991-09-03,84.0,72.0
1992-09-03,92.0,69.0
1993-09-03,88.0,66.0
1994-09-03,90.0,76.0
1995-09-03,78.0,70.0
1996-09-03,75.0,60.0
1997-09-03,84.0,57.0
1998-09-03,81.0,62.0
1999-09-03,86.0,72.0
2000-09-03,89.0,72.0
2001-09-03,82.0,69.0
2002-09-03,73.0,64.0
2003-09-03,79.0,63.0
2004-09-03,80.0,67.0
2005-09-03,89.0,61.0
2006-09-03,83.0,72.0
2007-09-03,83.0,69.0
2008-09-03,87.0,69.0
2009-09-03,83.0,69.0
2010-09-03,80.0,68.0
2011-09-03,80.0,70.0
