date,tmax,tmin
1981-11-26,40.0,23.0
1982-11-26,47.0,25.0
1983-11-26,50.0,24.0
1984-11-26,42.0,27.0
1985-11-26,49.0,26.0
1986-11-26,36.0,21.0
1987-11-26,36.0,27.0
1988-11-26,49.0,30.0
1989-11-26,55.0,35.0
1990-11-26,53.0,36.0
1991-11-26,36.0,26.0
1992-11-26,29.0,18.0
1993-11-26,44.0,26.0
1994-11-26,47.0,30.0
1995-11-26,53.0,35.0
1996-11-26,45.0,26.0
1997-11-26,49.0,33.0
1998-11-26,37.0,22.0
1999-11-26,36.0,24.0
2000-11-26,47.0,29.0
2001-11-26,40.0,27.0
2002-11-26,40.0,22.0
2003-11-26,35.0,24.0
2004-11-26,47.0,26.0
2005-11-26,58.0,32.0
2006-11-26,49.0,33.0
2007-11-26,46.0,32.0
2008-11-26,48.0,33.0
2009-11-26,41.0,35.0
2010-11-26,40.0,26.0
2011-11-26,44.0,30.0
