date,tmax,tmin
1981-08-06,66.0,61.0
1982-08-06,90.0,68.0
1983-08-06,85.0,69.0
1984-08-06,97.0,77.0
1985-08-06,91.0,74.0
1986-08-06,85.0,66.0
1987-08-06,84.0,69.0
1988-08-06,79.0,74.0
1989-08-06,92.0,75.0
1990-08-06,87.0,79.0
1991-08-06,92.0,76.0
1992-08-06,88.0,72.0
1993-08-06,85.0,71.0
1994-08-06,87.0,77.0
1995-08-06,79.0,69.0
1996-08-06,92.0,72.0
1997-08-06,90.0,74.0
1998-08-06,92.0,74.0
1999-08-06,88.0,72.0
2000-08-06,85.0,73.0
2001-08-06,92.0,78.0
2002-08-06,86.0,73.0
2003-08-06,92.0,70.0
2004-08-06,87.0,70.0
2005-08-06,89.0,75.0
2006-08-06,89.0,76.0
2007-08-06,81.0,74.0
2008-08-06,90.0,77.0
2009-08-06,82.0,74.0
2010-08-06,88.0,71.0
2011-08-06,86.0,75.0
