date,tmax,tmin
1981-10-13,64.0,44.0
1982-10-13,71.0,59.0
1983-10-13,73.0,42.0
1984-10-13,66.0,41.0
1985-10-13,75.0,42.0
1986-10-13,68.0,50.0
1987-10-13,60.0,54.0
1988-10-13,66.0,37.0
1989-10-13,72.0,48.0
1990-10-13,82.0,53.0
1991-10-13,67.0,56.0
1992-10-13,55.0,50.0
1993-10-13,61.0,49.0
1994-10-13,77.0,50.0
1995-10-13,66.0,58.0
1996-10-13,72.0,57.0
1997-10-13,76.0,51.0
1998-10-13,68.0,56.0
1999-10-13,71.0,54.0
2000-10-13,62.0,35.0
2001-10-13,71.0,47.0
2002-10-13,69.0,38.0
2003-10-13,60.0,46.0
2004-10-13,65.0,53.0
2005-10-13,69.0,57.0
2006-10-13,71.0,59.0
2007-10-13,64.0,51.0
2008-10-13,73.0,51.0
2009-10-13,74.0,53.0
2010-10-13,72.0,48.0
2011-10-13,71.0,56.0
