date,tmax,tmin
1981-06-10,75.0,63.0
1982-06-10,92.0,67.0
1983-06-10,93.0,63.0
1984-06-10,89.0,59.0
1985-06-10,89.0,62.0
1986-06-10,90.0,70.0
1987-06-10,86.0,69.0
1988-06-10,89.0,70.0
1989-06-10,78.0,67.0
1990-06-10,90.0,58.0
1991-06-10,79.0,71.0
1992-06-10,83.0,59.0
1993-06-10,79.0,67.0
1994-06-10,94.0,70.0
1995-06-10,88.0,68.0
1996-06-10,90.0,69.0
1997-06-10,85.0,63.0
1998-06-10,86.0,63.0
1999-06-10,92.0,62.0
2000-06-10,89.0,64.0
2001-06-10,96.0,72.0
2002-06-10,83.0,57.0
2003-06-10,80.0,62.0
2004-06-10,100.0,72.0
2005-06-10,84.0,67.0
2006-06-10,85.0,62.0
2007-06-10,96.0,70.0
2008-06-10,85.0,68.0
2009-06-10,92.0,73.0
2010-06-10,80.0,68.0
2011-06-10,93.0,72.0
