date,tmax,tmin
1981-11-11,55.0,31.0
1982-11-11,61.0,30.0
1983-11-11,51.0,32.0
1984-11-11,54.0,41.0
1985-11-11,42.0,24.0
1986-11-11,56.0,33.0
1987-11-11,60.0,47.0
1988-11-11,63.0,39.0
1989-11-11,43.0,31.0
1990-11-11,60.0,29.0
1991-11-11,50.0,29.0
1992-11-11,58.0,30.0
1993-11-11,50.0,47.0
1994-11-11,59.0,38.0
1995-11-11,69.0,42.0
1996-11-11,55.0,43.0
1997-11-11,51.0,49.0
1998-11-11,61.0,41.0
1999-11-11,55.0,47.0
2000-11-11,43.0,22.0
2001-11-11,57.0,34.0
2002-11-11,57.0,38.0
2003-11-11,49.0,36.0
2004-11-11,46.0,37.0
2005-11-11,56.0,45.0
2006-11-11,54.0,32.0
2007-11-11,54.0,35.0
2008-11-11,50.0,33.0
2009-11-11,39.0,34.0
2010-11-11,54.0,41.0
2011-11-11,58.0,36.0
