date,tmax,tmin
1981-03-13,53.0,43.0
1982-03-13,54.0,32.0
1983-03-13,52.0,29.0
1984-03-13,43.0,33.0
1985-03-13,44.0,22.0
1986-03-13,53.0,38.0
1987-03-13,45.0,34.0
1988-03-13,65.0,40.0
1989-03-13,63.0,44.0
1990-03-13,51.0,38.0
1991-03-13,43.0,26.0
1992-03-13,59.0,36.0
1993-03-13,52.0,35.0
1994-03-13,44.0,24.0
1995-03-13,54.0,36.0
1996-03-13,60.0,33.0
1997-03-13,49.0,41.0
1998-03-13,58.0,45.0
1999-03-13,47.0,34.0
2000-03-13,53.0,34.0
2001-03-13,62.0,33.0
2002-03-13,54.0,43.0
2003-03-13,44.0,29.0
2004-03-13,56.0,42.0
2005-03-13,54.0,24.0
2006-03-13,49.0,29.0
2007-03-13,52.0,32.0
2008-03-13,57.0,43.0
2009-03-13,44.0,24.0
2010-03-13,47.0,31.0
2011-03-13,66.0,41.0
