date,tmax,tmin
1981-08-16,81.0,71.0
1982-08-16,85.0,72.0
1983-08-16,87.0,75.0
1984-08-16,85.0,63.0
1985-08-16,87.0,71.0
1986-08-16,83.0,67.0
1987-08-16,83.0,68.0
1988-08-16,77.0,67.0
1989-08-16,75.0,69.0
1990-08-16,86.0,72.0
1991-08-16,85.0,75.0
1992-08-16,81.0,66.0
1993-08-16,83.0,67.0
1994-08-16,96.0,74.0
1995-08-16,80.0,66.0
1996-08-16,89.0,76.0
1997-08-16,80.0,73.0
1998-08-16,86.0,68.0
1999-08-16,91.0,75.0
2000-08-16,92.0,73.0
2001-08-16,83.0,73.0
2002-08-16,92.0,72.0
2003-08-16,85.0,64.0
2004-08-16,80.0,68.0
2005-08-16,81.0,66.0
2006-08-16,91.0,74.0
2007-08-16,86.0,74.0
2008-08-16,86.0,68.0
2009-08-16,88.0,77.0
2010-08-16,95.0,74.0
2011-08-16,91.0,73.0
