date,tmax,tmin
1981-06-30,91.0,73.0
1982-06-30,91.0,70.0
1983-06-30,88.0,73.0
1984-06-30,95.0,75.0
1985-06-30,94.0,74.0
1986-06-30,93.0,74.0
1987-06-30,81.0,67.0
1988-06-30,87.0,74.0
1989-06-30,86.0,64.0
1990-06-30,82.0,72.0
1991-06-30,89.0,70.0
1992-06-30,90.0,64.0
1993-06-30,87.0,69.0
1994-06-30,85.0,73.0
1995-06-30,80.0,66.0
1996-06-30,97.0,67.0
1997-06-30,83.0,72.0
1998-06-30,82.0,70.0
1999-06-30,98.0,75.0
2000-06-30,101.0,66.0
2001-06-30,86.0,73.0
2002-06-30,76.0,69.0
2003-06-30,88.0,73.0
2004-06-30,76.0,62.0
2005-06-30,98.0,71.0
2006-06-30,87.0,68.0
2007-06-30,77.0,67.0
2008-06-30,81.0,72.0
2009-06-30,95.0,76.0
2010-06-30,85.0,76.0
2011-06-30,88.0,74.0
