date,tmax,tmin
1981-07-29,94.0,80.0
1982-07-29,84.0,73.0
1983-07-29,94.0,77.0
1984-07-29,90.0,73.0
1985-07-29,81.0,73.0
1986-07-29,84.0,76.0
1987-07-29,89.0,78.0
1988-07-29,83.0,72.0
1989-07-29,88.0,71.0
1990-07-29,84.0,75.0
1991-07-29,86.0,65.0
1992-07-29,89.0,71.0
1993-07-29,87.0,71.0
1994-07-29,96.0,76.0
1995-07-29,79.0,72.0
1996-07-29,89.0,78.0
1997-07-29,86.0,75.0
1998-07-29,89.0,72.0
1999-07-29,101.0,79.0
2000-07-29,94.0,83.0
2001-07-29,86.0,70.0
2002-07-29,87.0,75.0
2003-07-29,97.0,76.0
2004-07-29,86.0,73.0
2005-07-29,95.0,75.0
2006-07-29,89.0,74.0
2007-07-29,87.0,76.0
2008-07-29,87.0,74.0
2009-07-29,87.0,75.0
2010-07-29,96.0,82.0
2011-07-29,87.0,74.0
