date,tmax,tmin
1981-03-21,59.0,34.0
1982-03-21,61.0,41.0
1983-03-21,59.0,39.0
1984-03-21,43.0,24.0
1985-03-21,55.0,30.0
1986-03-21,56.0,38.0
1987-03-21,42.0,25.0
1988-03-21,38.0,33.0
1989-03-21,59.0,31.0
1990-03-21,40.0,33.0
1991-03-21,46.0,34.0
1992-03-21,49.0,27.0
1993-03-21,56.0,39.0
1994-03-21,62.0,37.0
1995-03-21,58.0,42.0
1996-03-21,48.0,38.0
1997-03-21,58.0,43.0
1998-03-21,45.0,27.0
1999-03-21,44.0,26.0
2000-03-21,58.0,37.0
2001-03-21,71.0,41.0
2002-03-21,55.0,39.0
2003-03-21,53.0,40.0
2004-03-21,55.0,36.0
2005-03-21,54.0,38.0
2006-03-21,65.0,40.0
2007-03-21,57.0,39.0
2008-03-21,52.0,39.0
2009-03-21,60.0,44.0
2010-03-21,58.0,36.0
2011-03-21,49.0,35.0
