date,tmax,tmin
1981-07-11,91.0,72.0
1982-07-11,88.0,65.0
1983-07-11,89.0,73.0
1984-07-11,75.0,68.0
1985-07-11,85.0,76.0
1986-07-11,89.0,69.0
1987-07-11,97.0,71.0
1988-07-11,90.0,72.0
1989-07-11,95.0,64.0
1990-07-11,88.0,74.0
1991-07-11,81.0,71.0
1992-07-11,87.0,69.0
1993-07-11,90.0,72.0
1994-07-11,85.0,75.0
1995-07-11,91.0,78.0
1996-07-11,74.0,65.0
1997-07-11,98.0,73.0
1998-07-11,85.0,75.0
1999-07-11,80.0,71.0
2000-07-11,97.0,76.0
2001-07-11,103.0,76.0
2002-07-11,97.0,77.0
2003-07-11,93.0,70.0
2004-07-11,75.0,71.0
2005-07-11,88.0,69.0
2006-07-11,89.0,72.0
2007-07-11,91.0,68.0
2008-07-11,88.0,76.0
2009-07-11,90.0,77.0
2010-07-11,80.0,71.0
2011-07-11,91.0,74.0
