date,tmax,tmin
1981-03-26,54.0,36.0
1982-03-26,52.0,30.0
1983-03-26,58.0,38.0
1984-03-26,49.0,26.0
1985-03-26,50.0,35.0
1986-03-26,60.0,43.0
1987-03-26,54.0,29.0
1988-03-26,56.0,32.0
1989-03-26,62.0,44.0
1990-03-26,56.0,39.0
1991-03-26,49.0,32.0
1992-03-26,62.0,38.0
1993-03-26,66.0,38.0
1994-03-26,53.0,27.0
1995-03-26,67.0,38.0
1996-03-26,59.0,39.0
1997-03-26,67.0,45.0
1998-03-26,54.0,39.0
1999-03-26,57.0,37.0
2000-03-26,76.0,33.0
2001-03-26,53.0,30.0
2002-03-26,65.0,49.0
2003-03-26,65.0,52.0
2004-03-26,68.0,40.0
2005-03-26,64.0,39.0
2006-03-26,54.0,37.0
2007-03-26,71.0,40.0
2008-03-26,63.0,38.0
2009-03-26,59.0,38.0
2010-03-26,59.0,34.0
2011-03-26,59.0,36.0
