date,tmax,tmin
1981-08-07,75.0,63.0
1982-08-07,88.0,74.0
1983-08-07,83.0,69.0
1984-08-07,88.0,71.0
1985-08-07,93.0,72.0
1986-08-07,87.0,69.0
1987-08-07,85.0,66.0
1988-08-07,83.0,74.0
1989-08-07,86.0,72.0
1990-08-07,83.0,74.0
1991-08-07,92.0,76.0
1992-08-07,85.0,66.0
1993-08-07,83.0,71.0
1994-08-07,91.0,75.0
1995-08-07,87.0,70.0
1996-08-07,95.0,78.0
1997-08-07,82.0,73.0
1998-08-07,85.0,77.0
1999-08-07,83.0,77.0
2000-08-07,85.0,72.0
2001-08-07,88.0,79.0
2002-08-07,85.0,68.0
2003-08-07,92.0,72.0
2004-08-07,89.0,74.0
2005-08-07,87.0,76.0
2006-08-07,91.0,75.0
2007-08-07,79.0,73.0
2008-08-07,90.0,76.0
2009-08-07,85.0,74.0
2010-08-07,87.0,72.0
2011-08-07,88.0,75.0
