date,tmax,tmin
1981-06-09,83.0,70.0
1982-06-09,89.0,67.0
1983-06-09,95.0,60.0
1984-06-09,94.0,66.0
1985-06-09,90.0,63.0
1986-06-09,91.0,73.0
1987-06-09,87.0,63.0
1988-06-09,89.0,71.0
1989-06-09,75.0,65.0
1990-06-09,84.0,59.0
1991-06-09,83.0,65.0
1992-06-09,83.0,60.0
1993-06-09,85.0,69.0
1994-06-09,90.0,65.0
1995-06-09,83.0,68.0
1996-06-09,90.0,73.0
1997-06-09,89.0,61.0
1998-06-09,90.0,66.0
1999-06-09,90.0,65.0
2000-06-09,82.0,59.0
2001-06-09,92.0,73.0
2002-06-09,74.0,56.0
2003-06-09,73.0,62.0
2004-06-09,94.0,70.0
2005-06-09,74.0,67.0
2006-06-09,85.0,71.0
2007-06-09,93.0,71.0
2008-06-09,88.0,64.0
2009-06-09,86.0,64.0
2010-06-09,87.0,70.0
2011-06-09,90.0,69.0
