date,tmax,tmin
1981-11-14,53.0,28.0
1982-11-14,52.0,37.0
1983-11-14,54.0,33.0
1984-11-14,43.0,37.0
1985-11-14,51.0,28.0
1986-11-14,42.0,29.0
1987-11-14,50.0,30.0
1988-11-14,51.0,35.0
1989-11-14,40.0,20.0
1990-11-14,55.0,37.0
1991-11-14,53.0,31.0
1992-11-14,47.0,35.0
1993-11-14,49.0,38.0
1994-11-14,38.0,29.0
1995-11-14,61.0,37.0
1996-11-14,45.0,29.0
1997-11-14,45.0,34.0
1998-11-14,54.0,36.0
1999-11-14,51.0,38.0
2000-11-14,50.0,27.0
2001-11-14,44.0,26.0
2002-11-14,49.0,28.0
2003-11-14,44.0,38.0
2004-11-14,53.0,28.0
2005-11-14,53.0,30.0
2006-11-14,57.0,34.0
2007-11-14,48.0,39.0
2008-11-14,52.0,38.0
2009-11-14,38.0,31.0
2010-11-14,46.0,29.0
2011-11-14,53.0,32.0
