date,tmax,tmin
1981-10-06,78.0,47.0
1982-10-06,82.0,52.0
1983-10-06,70.0,48.0
1984-10-06,72.0,47.0
1985-10-06,73.0,56.0
1986-10-06,69.0,56.0
1987-10-06,76.0,63.0
1988-10-06,77.0,46.0
1989-10-06,65.0,44.0
1990-10-06,74.0,52.0
1991-10-06,74.0,53.0
1992-10-06,64.0,47.0
1993-10-06,74.0,55.0
1994-10-06,77.0,49.0
1995-10-06,65.0,40.0
1996-10-06,63.0,41.0
1997-10-06,71.0,44.0
1998-10-06,72.0,59.0
1999-10-06,72.0,49.0
2000-10-06,67.0,60.0
2001-10-06,61.0,48.0
2002-10-06,67.0,43.0
2003-10-06,67.0,50.0
2004-10-06,76.0,53.0
2005-10-06,69.0,58.0
2006-10-06,82.0,60.0
2007-10-06,68.0,59.0
2008-10-06,66.0,44.0
2009-10-06,71.0,56.0
2010-10-06,78.0,56.0
2011-10-06,74.0,51.0
