date,tmax,tmin
1981-06-19,87.0,69.0
1982-06-19,80.0,67.0
1983-06-19,83.0,65.0
1984-06-19,84.0,66.0
1985-06-19,80.0,69.0
1986-06-19,84.0,67.0
1987-06-19,87.0,63.0
1988-06-19,79.0,65.0
1989-06-19,87.0,67.0
1990-06-19,94.0,70.0
1991-06-19,88.0,66.0
1992-06-19,92.0,69.0
1993-06-19,95.0,70.0
1994-06-19,90.0,75.0
1995-06-19,91.0,66.0
1996-06-19,82.0,65.0
1997-06-19,90.0,68.0
1998-06-19,97.0,62.0
1999-06-19,94.0,63.0
2000-06-19,99.0,71.0
2001-06-19,87.0,66.0
2002-06-19,89.0,69.0
2003-06-19,89.0,72.0
2004-06-19,79.0,67.0
2005-06-19,87.0,69.0
2006-06-19,92.0,81.0
2007-06-19,82.0,69.0
2008-06-19,86.0,69.0
2009-06-19,88.0,73.0
2010-06-19,88.0,65.0
2011-06-19,92.0,69.0
