date,tmax,tmin
1981-04-04,67.0,46.0
1982-04-04,71.0,41.0
1983-04-04,65.0,40.0
1984-04-04,60.0,48.0
1985-04-04,62.0,36.0
1986-04-04,67.0,50.0
1987-04-04,71.0,46.0
1988-04-04,57.0,32.0
1989-04-04,67.0,42.0
1990-04-04,60.0,36.0
1991-04-04,66.0,42.0
1992-04-04,76.0,51.0
1993-04-04,57.0,38.0
1994-04-04,81.0,55.0
1995-04-04,65.0,41.0
1996-04-04,64.0,35.0
1997-04-04,61.0,37.0
1998-04-04,65.0,47.0
1999-04-04,72.0,52.0
2000-04-04,60.0,51.0
2001-04-04,62.0,40.0
2002-04-04,67.0,48.0
2003-04-04,69.0,40.0
2004-04-04,69.0,42.0
2005-04-04,76.0,47.0
2006-04-04,71.0,53.0
2007-04-04,61.0,41.0
2008-04-04,74.0,42.0
2009-04-04,68.0,43.0
2010-04-04,72.0,44.0
2011-04-04,69.0,38.0
