date,tmax,tmin
1981-10-17,68.0,53.0
1982-10-17,65.0,48.0
1983-10-17,62.0,42.0
1984-10-17,75.0,49.0
1985-10-17,61.0,38.0
1986-10-17,53.0,45.0
1987-10-17,68.0,48.0
1988-10-17,71.0,46.0
1989-10-17,64.0,37.0
1990-10-17,69.0,53.0
1991-10-17,71.0,42.0
1992-10-17,69.0,41.0
1993-10-17,68.0,45.0
1994-10-17,66.0,48.0
1995-10-17,72.0,56.0
1996-10-17,62.0,51.0
1997-10-17,72.0,51.0
1998-10-17,65.0,53.0
1999-10-17,69.0,40.0
2000-10-17,72.0,43.0
2001-10-17,63.0,43.0
2002-10-17,73.0,51.0
2003-10-17,72.0,45.0
2004-10-17,67.0,55.0
2005-10-17,67.0,52.0
2006-10-17,68.0,51.0
2007-10-17,69.0,48.0
2008-10-17,75.0,53.0
2009-10-17,72.0,46.0
2010-10-17,56.0,46.0
2011-10-17,67.0,44.0
