date,tmax,tmin
1981-01-28,37.0,12.0
1982-01-28,33.0,15.0
1983-01-28,45.0,20.0
1984-01-28,26.0,11.0
1985-01-28,28.0,12.0
1986-01-28,44.0,18.0
1987-01-28,52.0,21.0
1988-01-28,36.0,21.0
1989-01-28,36.0,12.0
1990-01-28,26.0,18.0
1991-01-28,38.0,29.0
1992-01-28,52.0,24.0
1993-01-28,40.0,15.0
1994-01-28,39.0,24.0
1995-01-28,43.0,25.0
1996-01-28,45.0,29.0
1997-01-28,40.0,23.0
1998-01-28,37.0,20.0
1999-01-28,45.0,24.0
2000-01-28,32.0,8.0
2001-01-28,36.0,20.0
2002-01-28,40.0,23.0
2003-01-28,28.0,13.0
2004-01-28,45.0,17.0
2005-01-28,41.0,24.0
2006-01-28,31.0,26.0
2007-01-28,41.0,24.0
2008-01-28,36.0,26.0
2009-01-28,44.0,19.0
2010-01-28,41.0,29.0
2011-01-28,32.0,17.0
