date,tmax,tmin
1981-07-07,84.0,70.0
1982-07-07,88.0,70.0
1983-07-07,92.0,75.0
1984-07-07,82.0,70.0
1985-07-07,89.0,69.0
1986-07-07,81.0,65.0
1987-07-07,84.0,72.0
1988-07-07,78.0,69.0
1989-07-07,78.0,70.0
1990-07-07,86.0,66.0
1991-07-07,88.0,71.0
1992-07-07,94.0,78.0
1993-07-07,84.0,67.0
1994-07-07,85.0,75.0
1995-07-07,92.0,78.0
1996-07-07,89.0,72.0
1997-07-07,92.0,71.0
1998-07-07,94.0,77.0
1999-07-07,74.0,68.0
2000-07-07,93.0,78.0
2001-07-07,94.0,76.0
2002-07-07,95.0,69.0
2003-07-07,82.0,67.0
2004-07-07,89.0,73.0
2005-07-07,95.0,76.0
2006-07-07,89.0,74.0
2007-07-07,92.0,72.0
2008-07-07,91.0,74.0
2009-07-07,90.0,73.0
2010-07-07,94.0,76.0
2011-07-07,88.0,68.0
