date,tmax,tmin
1981-02-20,36.0,21.0
1982-02-20,48.0,27.0
1983-02-20,32.0,11.0
1984-02-20,43.0,21.0
1985-02-20,28.0,9.0
1986-02-20,47.0,25.0
1987-02-20,40.0,16.0
1988-02-20,43.0,23.0
1989-02-20,40.0,29.0
1990-02-20,37.0,32.0
1991-02-20,40.0,29.0
1992-02-20,45.0,24.0
1993-02-20,45.0,32.0
1994-02-20,48.0,31.0
1995-02-20,46.0,24.0
1996-02-20,35.0,21.0
1997-02-20,53.0,36.0
1998-02-20,47.0,41.0
1999-02-20,42.0,23.0
2000-02-20,43.0,23.0
2001-02-20,40.0,27.0
2002-02-20,48.0,27.0
2003-02-20,42.0,26.0
2004-02-20,45.0,36.0
2005-02-20,29.0,13.0
2006-02-20,51.0,28.0
2007-02-20,58.0,30.0
2008-02-20,54.0,28.0
2009-02-20,35.0,23.0
2010-02-20,49.0,25.0
2011-02-20,48.0,26.0
