date,tmax,tmin
1981-09-22,81.0,62.0
1982-09-22,82.0,55.0
1983-09-22,77.0,59.0
1984-09-22,72.0,60.0
1985-09-22,63.0,51.0
1986-09-22,86.0,54.0
1987-09-22,83.0,59.0
1988-09-22,85.0,56.0
1989-09-22,63.0,55.0
1990-09-22,71.0,63.0
1991-09-22,78.0,56.0
1992-09-22,73.0,62.0
1993-09-22,80.0,64.0
1994-09-22,80.0,50.0
1995-09-22,78.0,63.0
1996-09-22,90.0,58.0
1997-09-22,77.0,49.0
1998-09-22,81.0,58.0
1999-09-22,72.0,55.0
2000-09-22,78.0,66.0
2001-09-22,76.0,51.0
2002-09-22,84.0,57.0
2003-09-22,78.0,60.0
2004-09-22,78.0,52.0
2005-09-22,76.0,55.0
2006-09-22,85.0,62.0
2007-09-22,85.0,63.0
2008-09-22,83.0,66.0
2009-09-22,81.0,53.0
2010-09-22,72.0,48.0
2011-09-22,84.0,51.0
