date,tmax,tmin
1981-05-10,68.0,49.0
1982-05-10,79.0,58.0
1983-05-10,83.0,66.0
1984-05-10,86.0,56.0
1985-05-10,80.0,56.0
1986-05-10,63.0,47.0
1987-05-10,80.0,58.0
1988-05-10,83.0,56.0
1989-05-10,65.0,58.0
1990-05-10,82.0,65.0
1991-05-10,84.0,53.0
1992-05-10,63.0,52.0
1993-05-10,80.0,60.0
1994-05-10,83.0,68.0
1995-05-10,72.0,45.0
1996-05-10,72.0,59.0
1997-05-10,73.0,54.0
1998-05-10,73.0,58.0
1999-05-10,75.0,48.0
2000-05-10,71.0,47.0
2001-05-10,80.0,63.0
2002-05-10,79.0,59.0
2003-05-10,77.0,60.0
2004-05-10,77.0,58.0
2005-05-10,64.0,52.0
2006-05-10,73.0,59.0
2007-05-10,79.0,56.0
2008-05-10,71.0,56.0
2009-05-10,69.0,58.0
2010-05-10,75.0,54.0
2011-05-10,78.0,58.0
