date,tmax,tmin
1981-10-19,55.0,49.0
1982-10-19,67.0,48.0
1983-10-19,70.0,37.0
1984-10-19,58.0,45.0
1985-10-19,59.0,37.0
1986-10-19,49.0,43.0
1987-10-19,53.0,43.0
1988-10-19,62.0,51.0
1989-10-19,69.0,42.0
1990-10-19,72.0,48.0
1991-10-19,58.0,37.0
1992-10-19,76.0,43.0
1993-10-19,76.0,44.0
1994-10-19,66.0,45.0
1995-10-19,67.0,46.0
1996-10-19,59.0,47.0
1997-10-19,80.0,53.0
1998-10-19,69.0,41.0
1999-10-19,73.0,40.0
2000-10-19,58.0,44.0
2001-10-19,64.0,46.0
2002-10-19,52.0,44.0
2003-10-19,63.0,42.0
2004-10-19,75.0,51.0
2005-10-19,68.0,45.0
2006-10-19,73.0,51.0
2007-10-19,64.0,38.0
2008-10-19,76.0,50.0
2009-10-19,60.0,43.0
2010-10-19,53.0,44.0
2011-10-19,65.0,51.0
