date,tmax,tmin
1981-02-26,29.0,7.0
1982-02-26,49.0,30.0
1983-02-26,46.0,23.0
1984-02-26,37.0,24.0
1985-02-26,39.0,20.0
1986-02-26,32.0,15.0
1987-02-26,38.0,20.0
1988-02-26,45.0,31.0
1989-02-26,50.0,29.0
1990-02-26,44.0,22.0
1991-02-26,42.0,23.0
1992-02-26,64.0,32.0
1993-02-26,46.0,29.0
1994-02-26,42.0,26.0
1995-02-26,50.0,27.0
1996-02-26,45.0,21.0
1997-02-26,40.0,33.0
1998-02-26,56.0,30.0
1999-02-26,51.0,31.0
2000-02-26,50.0,21.0
2001-02-26,46.0,27.0
2002-02-26,59.0,41.0
2003-02-26,47.0,31.0
2004-02-26,51.0,36.0
2005-02-26,44.0,18.0
2006-02-26,37.0,26.0
2007-02-26,47.0,42.0
2008-02-26,50.0,30.0
2009-02-26,45.0,22.0
2010-02-26,40.0,32.0
2011-02-26,39.0,27.0
