date,tmax,tmin
1981-11-17,38.0,21.0
1982-11-17,51.0,27.0
1983-11-17,47.0,24.0
1984-11-17,48.0,36.0
1985-11-17,49.0,29.0
1986-11-17,54.0,24.0
1987-11-17,47.0,30.0
1988-11-17,52.0,28.0
1989-11-17,47.0,30.0
1990-11-17,52.0,45.0
1991-11-17,55.0,30.0
1992-11-17,45.0,27.0
1993-11-17,35.0,24.0
1994-11-17,40.0,30.0
1995-11-17,55.0,38.0
1996-11-17,47.0,29.0
1997-11-17,46.0,23.0
1998-11-17,41.0,26.0
1999-11-17,52.0,31.0
2000-11-17,43.0,25.0
2001-11-17,60.0,34.0
2002-11-17,38.0,27.0
2003-11-17,41.0,27.0
2004-11-17,60.0,34.0
2005-11-17,52.0,33.0
2006-11-17,50.0,41.0
2007-11-17,52.0,28.0
2008-11-17,45.0,28.0
2009-11-17,39.0,23.0
2010-11-17,52.0,30.0
2011-11-17,51.0,41.0
